"Name";"MachineID";"SerialNumber";"MACAddress";"DeviceOS";"DeviceOSBuild";"IsActive";"ClientVersion";"ClientActiveStatus";"ClientRemediationSuccess";"IsVirtualMachine";"ADSiteName";"LastSuccessSyncTimeUTC";"LastStatusMessage";"LastMPServerName";"LastPolicyRequest";"LastDDR";"LastHardwareScan";"LastSoftwareScan";"LastActiveTime";"LastClientCheckTime";"ClientCheckPass";"OperatingSystem";"LastLogon";"whenCreated"
"LP930";"16779773";"6HFR7S3";"28:6B:35:78:01:CC";"Microsoft Windows NT Workstation 10.0 (Tablet Edition)";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"25.03.2024 16:55:03";"25.03.2024 16:20:19";"14.03.2024 11:29:37";"14.03.2024 11:27:38";"25.03.2024 16:55:03";"14.03.2024 10:07:51";"1";"Windows 10 Pro";"25.03.2024 17:47:45";"12.01.2023 11:01:52"
"PC1345";"16780108";"4Y44VX3";"CC:96:E5:17:CA:03";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"04.04.2024 09:46:32";"03.04.2024 10:44:58";"04.04.2024 09:46:56";"03.04.2024 12:48:02";"04.04.2024 09:46:56";"02.04.2024 13:49:35";"1";"Windows 10 Pro";"27.03.2024 13:40:12";"30.01.2024 10:36:56"
"LP521";"16778087";"8VHGTQ2";"00:05:9A:3C:7A:00, 00:15:5D:F2:FF:B7, 30:24:32:CA:7D:E9";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"30.03.2024 03:19:25";"29.03.2024 18:49:55";"30.03.2024 02:36:58";"29.03.2024 12:13:51";"30.03.2024 03:19:25";"29.03.2024 18:49:34";"1";"Windows 10 Pro";"29.03.2024 08:41:14";"05.10.2018 10:01:22"
"PC896";"16779493";"C30KH93";"E0:D4:64:B8:31:84";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Trnovec";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"02.04.2024 06:43:25";"01.04.2024 08:14:31";"02.04.2024 06:49:14";"01.04.2024 18:43:43";"02.04.2024 06:49:14";"13.03.2024 05:08:04";"1";"Windows 10 Pro";"30.03.2024 12:26:13";"01.03.2021 13:14:29"
"LP1026";"16779661";"5Y80JS3";"08:9D:F4:DE:7D:DA";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"09.04.2024 11:24:24";"09.04.2024 11:47:12";"09.04.2024 08:03:46";"05.04.2024 04:24:45";"09.04.2024 11:47:12";"04.04.2024 11:48:42";"1";"Windows 10 Pro";"02.04.2024 05:09:10";"22.06.2023 12:09:25"
"PC1438";"16780092";"9WV5B04";"90:09:DF:74:69:86";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Trnovec";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"05.04.2024 11:58:15";"05.04.2024 04:44:31";"05.04.2024 11:21:23";"05.04.2024 05:41:19";"05.04.2024 11:58:15";"25.03.2024 05:09:02";"1";"Windows 10 Pro";"02.04.2024 05:50:05";"26.01.2024 08:54:43"
"LP712";"16778233";"6BDK4B3";"DC:21:5C:3A:3E:64";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"04.04.2024 05:52:13";"04.04.2024 05:01:26";"03.04.2024 04:49:52";"03.04.2024 07:13:33";"04.04.2024 05:52:13";"11.01.2024 07:19:25";"1";"Windows 10 Pro";"02.04.2024 06:11:00";"07.09.2021 08:06:22"
"PC1209";"16779023";"1J5FPS3";"3C:37:86:2F:F0:D7";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"05.04.2024 08:51:29";"04.04.2024 13:03:31";"05.04.2024 08:16:42";"05.04.2024 00:51:21";"05.04.2024 08:51:29";"27.03.2024 02:40:31";"1";"Windows 10 Pro";"02.04.2024 06:13:46";"10.10.2022 13:18:01"
"LP931";"16779154";"7HFR7S3";"28:6B:35:7A:1B:B0";"Microsoft Windows NT Workstation 10.0 (Tablet Edition)";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"05.04.2024 09:34:42";"04.04.2024 14:52:42";"05.04.2024 08:57:36";"05.04.2024 04:27:02";"05.04.2024 09:34:42";"27.01.2024 12:33:14";"1";"Windows 10 Pro";"02.04.2024 07:40:24";"09.01.2023 16:37:52"
"PC510";"16777255";"67D38C2";"64:00:6A:8A:4E:91";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Trnovec";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"09.04.2024 04:31:09";"09.04.2024 04:21:20";"08.04.2024 17:55:42";"08.04.2024 17:51:24";"09.04.2024 04:31:09";"20.02.2024 08:55:10";"1";"Windows 10 Pro";"03.04.2024 05:59:55";"30.03.2016 09:32:39"
"PC1196";"16779008";"9KY8NQ3";"DC:EF:09:E2:04:96";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3930";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"09.04.2024 13:07:14";"09.04.2024 13:13:38";"09.04.2024 11:22:18";"09.04.2024 01:28:07";"09.04.2024 13:13:38";"22.03.2024 09:50:41";"1";"Windows 10 Pro";"03.04.2024 07:34:49";"27.09.2022 09:48:31"
"PC1453";"16780143";"BVV5B04";"20:88:10:6F:75:A3";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"08.04.2024 09:07:08";"07.04.2024 14:59:19";"08.04.2024 07:24:10";"07.04.2024 22:01:16";"08.04.2024 09:07:08";"06.03.2024 15:04:21";"1";"Windows 10 Pro";"04.04.2024 20:02:51";"05.03.2024 15:49:02"
"LP744";"16780185";"7TKQRG3";"B4:45:06:09:C7:47";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"08.04.2024 05:23:25";"07.04.2024 06:52:43";"08.04.2024 05:00:56";"07.04.2024 18:59:40";"08.04.2024 05:23:25";"06.04.2024 06:07:17";"1";"Windows 10 Pro";"05.04.2024 07:35:01";"05.04.2024 07:35:00"
"TAB064";"16780188";"5ZTJX14";"E0:C2:64:FA:F9:10";"Microsoft Windows NT Workstation 10.0 (Tablet Edition)";"10.0.19045.3930";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"09.04.2024 06:14:49";"09.04.2024 06:10:10";"08.04.2024 18:21:09";"09.04.2024 06:20:15";"09.04.2024 06:20:15";"06.04.2024 08:04:57";"1";"Windows 10 Pro";"05.04.2024 08:55:37";"05.04.2024 08:55:37"
"LP590";"16780150";"1XZ3X33";"C0:3E:BA:B7:98:D3";"Microsoft Windows NT Workstation 10.0 (Tablet Edition)";"10.0.19045.3636";"1";"5.00.9106.1022";"0";"1";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"05.04.2024 12:48:45";"05.04.2024 12:35:02";"05.04.2024 12:12:08";"11.03.2024 12:38:04";"05.04.2024 12:48:45";"11.03.2024 10:55:54";"1";"Windows 10 Pro";"05.04.2024 09:24:18";"18.06.2020 12:10:53"
"PC1448";"16780094";"9TV5B04";"90:09:DF:69:82:E6";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3930";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"08.04.2024 12:00:41";"08.04.2024 03:10:13";"08.04.2024 11:36:35";"08.04.2024 03:35:12";"08.04.2024 12:00:41";"05.03.2024 08:33:44";"1";"Windows 10 Pro";"08.04.2024 05:07:53";"29.01.2024 13:27:47"
"PC655";"16777570";"7NGZZR2";"54:BF:64:81:EA:E1";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"13.04.2024 08:46:58";"13.04.2024 04:10:06";"13.04.2024 04:31:51";"13.04.2024 04:34:14";"13.04.2024 08:46:58";"27.02.2024 06:08:25";"1";"Windows 10 Pro";"08.04.2024 06:04:52";"27.03.2019 15:01:37"
"TAB037";"16780134";"";"10:51:07:3A:63:9E";"Microsoft Windows NT Workstation 10.0 (Tablet Edition)";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"12.04.2024 09:09:12";"12.04.2024 10:58:13";"";"22.02.2024 10:56:52";"12.04.2024 10:58:13";"12.04.2024 08:55:52";"1";"Windows 10 Pro";"11.04.2024 06:55:57";"22.02.2024 08:35:01"
"LP504";"16778187";"CPLKSQ2";"3C:6A:A7:ED:B5:FC";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"21.03.2024 11:15:54";"11.04.2024 06:02:18";"21.03.2024 08:21:17";"20.03.2024 12:44:02";"11.04.2024 06:02:18";"20.11.2023 05:35:19";"1";"Windows 10 Pro";"11.04.2024 06:57:40";"06.09.2018 08:12:41"
"PC729";"16778378";"5F1KCW2";"04:EA:56:6E:4D:D0";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Trnovec";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"27.03.2024 11:53:53";"12.04.2024 10:29:48";"27.03.2024 11:17:58";"27.03.2024 02:58:55";"12.04.2024 10:29:48";"25.03.2024 12:51:17";"1";"Windows 10 Pro";"12.04.2024 11:25:49";"16.04.2019 10:42:28"
"PC369";"16777327";"3TC6D5J";"18:03:73:1D:F4:C0";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Trnovec";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"18.04.2024 10:37:28";"17.04.2024 12:00:20";"18.04.2024 09:21:09";"17.04.2024 22:21:41";"18.04.2024 10:37:28";"22.02.2024 04:59:10";"1";"Windows 10 Pro";"15.04.2024 05:57:23";"01.08.2012 11:59:07"
"PC799";"16777612";"293QJ13";"8C:04:BA:9A:DA:88";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3570";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"18.04.2024 12:39:16";"18.04.2024 09:42:25";"18.04.2024 12:46:06";"18.04.2024 12:30:25";"18.04.2024 12:46:06";"15.04.2024 10:33:22";"1";"Windows 10 Pro";"15.04.2024 08:26:29";"16.01.2020 13:23:31"
"LP1139";"16780210";"D63JMX3";"90:09:DF:96:77:10";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"16.04.2024 12:10:18";"16.04.2024 06:14:22";"15.04.2024 14:18:57";"15.04.2024 14:12:03";"16.04.2024 12:10:18";"";"3";"Windows 10 Pro";"15.04.2024 13:55:48";"15.04.2024 13:55:48"
"LP888";"16779131";"8174XL3";"14:75:5B:D2:70:53";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"19.04.2024 09:23:10";"19.04.2024 05:33:47";"19.04.2024 08:35:26";"19.04.2024 06:08:51";"19.04.2024 09:23:10";"19.03.2024 06:37:01";"1";"Windows 10 Pro";"16.04.2024 06:09:03";"05.12.2022 19:45:47"
"LP862";"16778908";"35S9RQ3";"54:6C:EB:DA:81:8A";"Microsoft Windows NT Workstation 10.0 (Tablet Edition)";"10.0.19045.3693";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"16.04.2024 14:35:16";"16.04.2024 15:25:47";"27.02.2024 13:41:57";"27.02.2024 14:54:50";"16.04.2024 15:25:47";"27.02.2024 10:41:20";"1";"Windows 10 Pro";"16.04.2024 16:22:51";"20.07.2022 09:56:32"
"LP677";"16777717";"J5Z5Y93";"34:73:5A:C7:B1:5E";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"16.04.2024 14:44:57";"16.04.2024 15:36:33";"13.03.2024 12:53:33";"14.03.2024 09:26:00";"16.04.2024 15:36:33";"27.11.2023 09:07:41";"1";"Windows 10 Pro";"16.04.2024 16:29:03";"17.03.2021 15:48:19"
"PC523";"16777381";"67F38C2";"64:00:6A:8A:42:14";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"atklsccm.kostweingroup.intern";"18.04.2024 05:48:13";"18.04.2024 05:37:27";"02.04.2024 11:04:38";"02.04.2024 07:46:08";"18.04.2024 05:48:13";"05.02.2024 12:38:26";"1";"Windows 10 Pro";"18.04.2024 06:49:23";"11.08.2016 09:44:31"
"LP895";"16779145";"6274XL3";"00:05:9A:3C:7A:00, 14:75:5B:CC:5E:25";"Microsoft Windows NT Workstation 10.0 (Tablet Edition)";"10.0.19045.3693";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"18.04.2024 11:51:26";"18.04.2024 12:42:47";"12.12.2023 10:59:25";"12.12.2023 12:31:48";"18.04.2024 12:42:47";"21.11.2023 07:29:19";"1";"Windows 10 Pro";"18.04.2024 13:38:23";"03.01.2023 07:41:06"
"LP1076";"16779864";"214YFX3";"4C:D7:17:40:5D:0F";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3930";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"22.04.2024 10:14:03";"22.04.2024 08:02:08";"22.04.2024 09:53:40";"08.02.2024 17:46:16";"22.04.2024 10:14:03";"12.01.2024 07:44:55";"1";"Windows 10 Pro";"22.04.2024 09:23:17";"14.09.2023 16:25:11"
"LP546";"16780205";"HY0WQV2";"38:00:25:B3:17:F8";"Microsoft Windows NT Workstation 10.0 (Tablet Edition)";"10.0.19045.4291";"1";"5.00.9122.1000";"0";"";"False";"Trnovec";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"22.04.2024 08:45:14";"22.04.2024 08:22:51";"21.04.2024 19:02:51";"21.04.2024 18:57:05";"22.04.2024 08:45:14";"18.04.2024 06:05:58";"1";"Windows 10 Pro";"22.04.2024 10:24:42";"12.04.2024 10:18:08"
"PC1127";"16778656";"60H24N3";"88:D8:2E:29:3F:7E";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3930";"1";"5.00.9122.1000";"0";"1";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"22.04.2024 12:33:38";"22.04.2024 11:11:43";"22.04.2024 12:09:41";"07.02.2024 11:28:40";"22.04.2024 12:33:38";"22.04.2024 09:00:03";"1";"Windows 10 Pro";"22.04.2024 10:35:30";"30.05.2022 14:26:47"
"LP484";"16780221";"62WQ4Q2";"14:4F:8A:BB:3F:00";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4291";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"25.04.2024 10:29:13";"25.04.2024 10:19:21";"23.04.2024 04:39:16";"23.04.2024 04:47:34";"25.04.2024 10:29:13";"23.04.2024 04:32:43";"1";"Windows 10 Pro";"22.04.2024 15:11:50";"22.04.2024 15:11:50"
"PC1359";"16779780";"6X44VX3";"6C:3C:8C:3B:4B:D8";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4291";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"26.04.2024 11:45:40";"26.04.2024 10:47:46";"23.04.2024 12:36:58";"22.04.2024 12:08:31";"26.04.2024 11:45:40";"27.02.2024 06:03:14";"1";"Windows 10 Pro";"26.04.2024 12:41:23";"18.08.2023 08:59:03"
"LP587";"16778501";"755X633";"00:05:9A:3C:7A:00, 34:48:ED:5B:B4:F7";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4046";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"29.02.2024 11:36:37";"30.04.2024 14:04:55";"31.03.2024 08:19:38";"29.02.2024 10:09:54";"30.04.2024 14:04:55";"23.02.2024 10:58:55";"1";"Windows 10 Pro";"30.04.2024 16:04:17";"05.05.2020 09:31:18"
"PC676";"16777635";"JPX4BS2";"18:1D:EA:39:2B:37";"Microsoft Windows NT Workstation 10.0";"10.0.19045.3570";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"17.04.2024 11:28:23";"17.04.2024 03:45:44";"17.04.2024 10:46:36";"17.04.2024 06:14:36";"17.04.2024 11:28:23";"17.04.2024 04:50:42";"1";"Windows 10 Pro";"07.05.2024 05:11:20";"06.12.2018 08:08:35"
"PC1195";"16778990";"FKY8NQ3";"74:86:E2:28:39:09";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"04.04.2024 09:52:59";"07.05.2024 12:28:04";"04.04.2024 07:20:42";"04.04.2024 08:02:13";"07.05.2024 12:28:04";"16.11.2023 13:03:41";"1";"Windows 10 Pro";"07.05.2024 14:26:20";"26.09.2022 11:40:52"
"LP377";"16777407";"G5K5TC2";"00:05:9A:3C:7A:00, F0:D5:BF:D1:45:39";"Microsoft Windows NT Workstation 10.0";"10.0.19045.4170";"1";"5.00.9122.1000";"0";"";"False";"Maschinenbau";"";"";"ATKLSCCM.KOSTWEINGROUP.INTERN";"11.05.2024 08:17:35";"11.05.2024 07:19:13";"12.04.2024 06:21:28";"03.04.2024 12:02:35";"11.05.2024 08:17:35";"29.11.2023 06:12:33";"1";"Windows 10 Pro";"11.05.2024 09:16:37";"21.11.2016 12:56:34"
