"Name";"MachineID";"SerialNumber";"MACAddress";"DeviceOS";"DeviceOSBuild";"IsActive";"ClientVersion";"ClientActiveStatus";"ClientRemediationSuccess";"IsVirtualMachine";"ADSiteName";"LastSuccessSyncTimeUTC";"LastStatusMessage";"LastMPServerName";"LastPolicyRequest";"LastDDR";"LastHardwareScan";"LastSoftwareScan";"LastActiveTime";"LastClientCheckTime";"ClientCheckPass";"OperatingSystem";"LastLogon";"whenCreated"
"PC449";"2097156296";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"17.12.2023 12:53:15";"01.04.2014 08:29:43"
"LP816";"2097156292";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"18.12.2023 07:05:54";"28.03.2022 12:40:19"
"LP469";"2097156295";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"20.12.2023 14:59:00";"12.02.2018 15:31:40"
"PC1428";"2097156282";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"21.12.2023 11:44:30";"17.11.2023 08:54:37"
"PC455";"2097156337";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"02.01.2024 08:45:41";"12.05.2014 10:21:43"
"PC899";"2097156351";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"08.01.2024 07:19:18";"02.03.2021 13:09:42"
"PC1162";"2097156350";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"10.01.2024 06:18:13";"02.01.2023 13:43:29"
"LP523";"2097156335";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"10.01.2024 10:36:59";"05.12.2018 07:49:52"
"PC1446";"2097156366";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"16.01.2024 15:42:39";"16.01.2024 15:42:37"
"PC995";"2097156353";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"18.01.2024 05:56:30";"12.05.2021 12:46:47"
"LP665";"2097156364";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 11 Pro";"18.01.2024 07:04:13";"19.04.2023 09:48:41"
"PC303";"2097156231";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"18.01.2024 12:01:00";"18.01.2024 12:01:00"
"LP962";"2097156365";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Maschinenbau";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"19.01.2024 07:53:18";"16.02.2023 13:39:58"
"LP510";"2097156376";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"22.01.2024 06:24:18";"19.09.2018 12:46:46"
"PC508";"2097156379";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"25.01.2024 07:53:25";"21.03.2016 15:01:08"
"PC783";"2097156368";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"26.01.2024 11:35:25";"17.12.2019 15:49:21"
"LP503";"2097156377";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"29.01.2024 05:23:20";"12.09.2018 13:24:27"
"PC1252";"2097156378";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"30.01.2024 08:14:52";"28.02.2023 08:10:21"
"TAB036";"2097156380";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"31.01.2024 14:07:12";"22.11.2022 10:40:33"
"LP786";"2097156232";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Maschinenbau";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"08.02.2024 10:30:45";"08.02.2024 10:30:44"
"PC628";"2097156264";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Maschinenbau";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"03.03.2024 22:24:49";"20.09.2018 10:34:39"
"PC9801";"2097156268";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"06.03.2024 10:19:48";"06.03.2024 10:19:47"
"LP415";"2097156190";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Maschinenbau";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"21.03.2024 08:30:36";"08.08.2017 10:33:19"
"TAB029";"2097156367";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"08.04.2024 12:15:18";"24.05.2022 10:28:00"
"AZEU-CEIS-01";"2097156344";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 11 Pro";"17.04.2024 15:30:35";"17.04.2024 15:30:31"
"AZEU-AMS-ID-01";"2097156348";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 11 Enterprise";"18.04.2024 15:54:14";"18.04.2024 15:54:10"
"PC868";"2097156334";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Varazdin";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"21.04.2024 03:36:21";"02.09.2020 16:03:43"
"LP944";"2097155621";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Maschinenbau";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"25.04.2024 08:36:58";"12.01.2023 14:00:54"
"LP940";"2097155667";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Maschinenbau";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"29.04.2024 07:28:07";"13.12.2022 15:16:10"
"LP318";"2097155827";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Maschinenbau";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"29.04.2024 08:33:49";"12.04.2016 14:32:55"
"AZEU-RP-01";"2097156343";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 11 Enterprise multi-session";"01.05.2024 17:17:46";"17.04.2024 15:02:46"
"LP450";"2097156360";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Maschinenbau";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"03.05.2024 13:41:10";"06.11.2017 13:38:45"
"AZEU-IMENDO-01";"2097156347";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 11 Enterprise multi-session";"06.05.2024 10:25:06";"18.04.2024 14:59:15"
